HUC8,EventId,Cruise,Program,Project,Agency,Source,Station,SampleDate,SampleTime,TotalDepth,UpperPycnocline,LowerPycnocline,FieldActivityEventType,FieldActivityRemark,WindSpeed,WindDirection,PrecipType,TideStage,WaveHeight,CloudCover,Pressure,GaugeHeight,FlowStage,Details,Latitude,Longitude,TierLevel
"02080206",422018,"BAY673","TWQM","TRIB","VADEQ","VADEQ/TRO","LE5.1",5/19/2016,10:15:00,11,,,,,,,,"Flood Tide",,"Cloud (No Percentage)",,,,,37.20297,-76.64833
"02070011",422174,"BAY673","SWM","CMON","MDDNR","MDDNR","XBF7904",5/19/2016,10:30:00,1.4,,,,,"0 To 1 Knot",,,"Flood Tide","0.0 to <0.1M","Scattered To Partly Cloudy (10-50%)",,,,"BS & QY TUB NEGATIVE; LiCor values bad",38.13110,-76.49340
"02080206",422076,"BAY673","TWQM","TRIB","VADEQ","VADEQ/TRO","RET5.2",5/19/2016,10:45:00,8,,,,,,,,"Flood Tide",,"Cloud (No Percentage)",,,,,37.20294,-76.78219
"02070002",424938,"NTN016","NTWQM","NTN","MDDNR","MDDNR","GEO0009",5/19/2016,11:43:00,0.4,,,"S",,,,,,,"Scattered To Partly Cloudy (10-50%)",,,,"5@5.7;20(17-ROCK);28.5;38(40-ROCK)AND 51.3FT-LEFT.SEEMS FLUSHED OUT.",39.49364,-79.04470
"02070002",423192,"NTN016","NTWQM","NTN","USGSWV","USGSWV","01595300",5/19/2016,12:40:00,2.43,,,"S",,,,,,,,720.00,3.66,,,39.36666,-79.17917
"02070002",424939,"NTN016","NTWQM","NTN","MDDNR","MDDNR","GEO0009",5/21/2016,12:30:00,0.7,,,"S",,,,,,,"Overcast (>90%)",,,,"RAIN OVERNIGHT;5@ 15.2;31;40;52.4;65FT-LEFT.0-9 SHLW/SMPLD 9-71FT.PEAK",39.49364,-79.04470
"02070002",424959,"NTN016","NTWQM","NTN","MDDNR","MDDNR","WIL0013",5/21/2016,14:20:00,1,,,"S",,,,,,,"Overcast (>90%)",,,,"7@ 8.6;25.7;42.8;59.9;77;94.1 AND 111.2FT-LEFT.RAIN OVERNGT AND TODAY.",39.66185,-78.78029
"02070010",428569,"NTN016","NTWQM","NTN","VADEQ","USGSVA","1AACO014.57",5/23/2016,09:30:00,,,,"S",,,,,,,,756.00,2.67,,"STORM TARGETED SAMPLE. CIMS EVENT CODE = S CIMS REMARK = NF",38.81123,-77.23026
"02080103",427437,"NTN016","NTWQM","NTN","VADEQ","USGSVA","1BMDD005.81",5/23/2016,10:00:00,,,,"S",,,,,,,,725.00,3.00,,"STORM TARGETED SAMPLE. DEQ EVENT = S DEQ REMARK = NF",38.48667,-77.96056
"02070010",425409,"NTN016","NTWQM","NTN","MDDNR","USGSMD","01648010",5/23/2016,10:15:00,,,,"R",,,,,,,,757.00,2.09,,"Data Source NWISMD; DB01; Recno 01600820:data ported by JBell 03/17",38.96035,-77.04217
"02070008",428581,"NTN016","NTWQM","NTN","VADEQ","USGSVA","1ADIF000.86",5/23/2016,10:30:00,,,,"S",,,,,,,,759.00,4.11,,"ACTUAL BP RECORDED BY USGS IS 758.8.   CIMS EVENT CODE = S  CIMS REMARK = NF",38.97583,-77.24611
"02080207",428648,"NTN016","NTWQM","NTN","VADEQ","VADEQ/SCRO","2-APP110.93",5/23/2016,11:00:00,,,,,,,,"Mixed Rain and Snow",,,"Cloud (No Percentage)",,,,,37.30740,-78.38897
"02070011",425484,"NTN016","NTWQM","NTN","MDDNR","USGSMD","01658000",5/23/2016,11:30:00,,,,"S",,,,,,,,,4.90,,"Data Source NWISMD; DB01; Recno 01600819:data ported by JBell 03/17",38.59621,-77.05609
"02070011",428591,"NTN016","NTWQM","NTN","VADEQ","USGSVA","1ASOQ006.73",5/23/2016,12:30:00,,,,"S",,,,,,,,756.00,2.70,,"STORM TARGETED SAMPLES. CIMS EVENT CODE = S CIMS REMARK = NF",38.58722,-77.42889
"02080203",428702,"NTN016","NTWQM","NTN","VADEQ","VADEQ/SCRO","2-JMS279.41",5/23/2016,14:10:00,,,,,,,,"Mixed Rain and Snow",,,"Cloud (No Percentage)",,,,,37.55546,-79.36701
"02080205",428860,"NTN016","NTWQM","NTN","VADEQ","USGSVA","TF5.0J",5/24/2016,09:30:00,,,,"S",,,,,,,,759.00,8.39,,"ACTUAL BP MEASURED BY USGS = 758.6. TARGETED STORM SAMPLE. CIMS EVENT = S CIMS REMARK = NF",37.67111,-78.08580
"02070002",423193,"NTN016","NTWQM","NTN","USGSWV","USGSWV","01595300",5/24/2016,12:05:00,2.65,,,"S",,,,,,,,719.00,3.88,,,39.36666,-79.17917
"02080205",428692,"NTN016","NTWQM","NTN","VADEQ","USGSVA","2-JMS113.20",5/24/2016,12:45:00,,,,"S",,,,,,,,762.00,8.79,,"ACTUAL BP RECORDED WAS 761.7. STORM TARGETED SAMPLE. CIMS EVENT = S CIMS REMARK = NF",37.53142,-77.48370
"02060006",422169,"BAY673","SWM","CMON","MDDNR","MDDNR","PXT0455",5/25/2016,09:00:00,2.2,,,,,">1 To 10 Knots","N",,"Ebb Tide","0.0 to <0.1M","Clear (0-10%)",,,,,38.78128,-76.71370
"02060006",422171,"BAY673","SWM","CMON","MDDNR","MDDNR","WXT0013",5/25/2016,10:30:00,2.1,,,,,"0 To 1 Knot",,,"Ebb Tide","0.0 to <0.1M","Scattered To Partly Cloudy (10-50%)",,,,"DUPLICATE",38.79600,-76.72080
"02070010",425438,"NTN016","NTWQM","NTN","MDDNR","USGSMD","01651770",5/25/2016,10:30:00,,,,"R",,,,,,,,,,,"Data Source NWISMD; DB01; Recno 01600873:data ported by JBell 03/17",38.91603,-76.96856
"02080206",428676,"NTN016","NTWQM","NTN","VADEQ","USGSVA","2-CHK035.26",5/25/2016,10:45:00,,,,"S",,,,,,,,767.00,7.36,,"STORM TARGETED SAMPLE. CIMS EVENT = S CIMS REMARK = NF.  ACTUAL BP RECORDED = 767.2",37.43000,-77.06000
"02070010",425462,"NTN016","NTWQM","NTN","MDDNR","USGSMD","01651800",5/25/2016,11:30:00,,,,"R",,,,,,,,,4.25,,"Data Source NWISMD; DB01; Recno 01600872:data ported by JBell 03/17",38.90122,-76.94304
"02080207",428850,"NTN016","NTWQM","NTN","VADEQ","USGSVA","TF5.0A",5/25/2016,12:15:00,,,,"S",,,,,,,,765.00,6.58,,"STORM TARGETED SAMPLE. CIMS EVENT = S CIMS REMARK = NF",37.22445,-77.47555
"02060006",422167,"BAY673","SWM","CMON","MDDNR","MDDNR","MTI0015",5/25/2016,12:45:00,0.7,,,,,">1 To 10 Knots","S",,"Ebb Tide","0.0 to <0.1M","Scattered To Partly Cloudy (10-50%)",,,,"NO LICOR;UPLICATE",38.74332,-76.70744
"02060006",424952,"NTN016","NTWQM","NTN","MDDNR","MDDNR","TF1.2",5/30/2016,11:35:00,0.9,,,"S",,,,,,,"Scattered To Partly Cloudy (10-50%)",,,,"5@ 4.3; 12.9; 21.5; 30.1 & 38.7 FT FROM L;HVY T-STORMS OVERNIGHT.",38.81430,-76.75087
"02060006",420580,"BAY674","NTWQM","NTID","MDDNR","MDDNR","PXT0809",6/1/2016,08:05:00,,,,,,,,,,,"Clear (0-10%)",,,,"4.63 GAGE",39.11680,-76.87493
"02060006",420581,"BAY674","NTWQM","NTID","MDDNR","MDDNR","PXT0972",6/1/2016,09:00:00,,,,,,,,,,,"Clear (0-10%)",,,,"2.19 GAGE",39.23931,-77.05619
"02070008",420514,"BAY674","NTWQM","NTID","MDDNR","MDDNR","CAC0031",6/1/2016,09:35:00,,,,,,,,,,,"Clear (0-10%)",,,,,39.33178,-77.58018
"02080202",428716,"NTN016","NTWQM","NTN","VADEQ","VADEQ/VRO","2-MRY014.78",6/1/2016,10:00:00,,,,,,,,"None",,,"Clear (0-10%)",,2.50,,,37.75222,-79.39195
"02070008",420576,"BAY674","NTWQM","NTID","MDDNR","MDDNR","POT1596",6/1/2016,10:05:00,,,,,,,,,,,"Clear (0-10%)",,,,,39.27208,-77.54790
"02070008",420575,"BAY674","NTWQM","NTID","MDDNR","MDDNR","POT1595",6/1/2016,10:20:00,,,,,,,,,,,"Clear (0-10%)",,,,"3.57 GAGE",39.27348,-77.54367
"02070008",420572,"BAY674","NTWQM","NTID","MDDNR","MDDNR","POT1184",6/1/2016,10:25:00,,,,,,,,,,,"Scattered To Partly Cloudy (10-50%)",,,,"4.11 GAGEWATER BACKFLOWING AT WALL; USGS WATER TEMP=25.8 C; PH=8.0; DO=7.8",38.94821,-77.12734
"02070008",420518,"BAY674","NTWQM","NTID","MDDNR","MDDNR","CJB0005",6/1/2016,11:10:00,,,,,,,,,,,"Partly To Broken (50-90%)",,,,,38.97345,-77.14883
"02070008",420515,"BAY674","NTWQM","NTID","MDDNR","MDDNR","CAC0148",6/1/2016,11:26:00,,,,,,,,,,,"Clear (0-10%)",,,,"1.95 GAGECOLLECTED FILTRATE FOR APPL. LAB",39.42578,-77.55900
"02070008",420574,"BAY674","NTWQM","NTID","MDDNR","MDDNR","POT1472",6/1/2016,11:35:00,,,,,,,,,,,"Scattered To Partly Cloudy (10-50%)",,,,,39.15551,-77.52232
"02070008",420573,"BAY674","NTWQM","NTID","MDDNR","MDDNR","POT1471",6/1/2016,11:55:00,,,,,,,,,,,"Scattered To Partly Cloudy (10-50%)",,,,,39.15442,-77.52125
"02070008",420588,"BAY674","NTWQM","NTID","MDDNR","MDDNR","SEN0008",6/1/2016,12:30:00,,,,,,,,,,,"Clear (0-10%)",,,,,39.07958,-77.33964
"02070010",420508,"BAY674","NTWQM","NTID","MDDNR","MDDNR","ANA0082",6/1/2016,12:45:00,,,,,,,,,,,"Scattered To Partly Cloudy (10-50%)",,,,"RIVER VERY LOW.",38.93893,-76.94344
"02060006",423492,"NTN016","NTWQM","NTN","MDDNR","MDDNR","TF1.2",6/2/2016,08:30:00,0.4,,,"R",,,,,,,"Overcast (>90%)",,,,"3@ 6.7; 20 & 33.3 FT FROM LEFT.",38.81430,-76.75087
"02070011",425485,"NTN016","NTWQM","NTN","MDDNR","USGSMD","01658000",6/2/2016,08:50:00,,,,"R",,,,,,,,,2.71,,"Data Source NWISMD; DB01; Recno 01600858:data ported by JBell 03/17",38.59621,-77.05609
"02060006",425368,"NTN016","NTWQM","NTN","MDDNR","USGSMD","01594440",6/2/2016,09:45:00,,,,"R",,,,,,,,765.00,5.17,,"Data Source NWISMD; DB01; Recno 01600855:data ported by JBell 03/17",38.95583,-76.69333
"02070010",423489,"NTN016","NTWQM","NTN","MDDNR","MDDNR","NWA0016",6/2/2016,09:53:00,0.4,,,"R",,,,,,,"Overcast (>90%)",,,,"5@ 16.5; 29.5; 42.5; 55.5 & 68.5 FT FROM LEFT. SAMPLED 65 FT.",38.95223,-76.96606
"02060006",423484,"NTN016","NTWQM","NTN","MDDNR","MDDNR","LXT0200",6/2/2016,11:25:00,0.4,,,"R",,,,,,,"Overcast (>90%)",,,,"3@ 7; 21 & 35 FT FROM LEFT. SAMPLED 42'",39.16775,-76.85125
"02060006",423490,"NTN016","NTWQM","NTN","MDDNR","MDDNR","PXT0972",6/2/2016,13:15:00,0.3,,,"R",,,,,,,"Partly To Broken (50-90%)",,,,"3@ 5.8; 17.5 & 29.2 FT FROM LEFT.",39.23931,-77.05619
"02070011",422231,"BAY674","SWM","CMON","MDDNR","MDDNR","XBF7904",6/2/2016,15:15:00,1,,,,,">10 To 20 Knots","SE",,"Ebb Tide","0.0 to <0.1M","Scattered To Partly Cloudy (10-50%)",,,,,38.13110,-76.49340
"02070002",424962,"NTN016","NTWQM","NTN","MDDNR","MDDNR","GEO0009",6/3/2016,09:35:00,0.5,,,"S",,,,,,,"Overcast (>90%)",,,,"5@ 14.9;29(26.7-RK);38.5;50.3;60(62-EDDY)FT-LEFT.70 TOTAL;59 SMPLD.",39.49364,-79.04470
"02070002",424976,"NTN016","NTWQM","NTN","MDDNR","MDDNR","WIL0013",6/3/2016,11:13:00,0.9,,,"S",,,,,,,"Overcast (>90%)",,,,"7@ 8.2;24.6;40(41-BRG);57.4;73.8;90.2;106.6FT-LEFT.",39.66185,-78.78029
"02070011",420586,"BAY674","TWQM","TRIB","MDDNR","MDDNR","RET2.4",6/6/2016,08:40:00,14.7,,,,,,"NW",,"Ebb Tide","0.0 to <0.1M","Clear (0-10%)",,,,"NO PYCNOCLINE-1/3-2/3 SAMPLES",38.36260,-76.99063
"02070010",420571,"BAY674","TWQM","TRIB","MDDNR","MDDNR","PIS0033",6/6/2016,08:45:00,,,,,,,,,,,"Clear (0-10%)",,,,"NO AIR TEMP",38.69842,-76.98673
"02070011",420557,"BAY674","TWQM","TRIB","MDDNR","MDDNR","MAT0078",6/6/2016,09:25:00,,,,,,,,,,,"Clear (0-10%)",,,,"NO AIR TEMP",38.58852,-77.11865
"02080204",428725,"NTN016","NTWQM","NTN","VADEQ","USGSVA","2-RVN015.97",6/6/2016,09:30:00,,,,"S",,,,,,,,751.00,4.86,,"STORM TARGETED SAMPLE. CIMS EVENT = S CIMS REMARK =NF",37.85806,-78.26695
"02070011",420585,"BAY674","TWQM","TRIB","MDDNR","MDDNR","RET2.2",6/6/2016,09:35:00,10,,,,,,"NW",,"Ebb Tide","0.0 to <0.1M","Clear (0-10%)",,,,"WC PHYTOPLANKTON 0.5;2.0;4.6;7.0;9.0 M.",38.35250,-77.20510
"02070011",419930,"BAY674","TWQM","MAIN","MDDNR","MDDNR","LE2.3",6/6/2016,09:37:00,20.5,3.50,4.50,,,">1 To 10 Knots","W",,"Ebb Tide","0.1 to <0.3M","Clear (0-10%)",,,,"PM RAIN YESTERDAY",38.02150,-76.34770
"02070011",420555,"BAY674","TWQM","TRIB","MDDNR","MDDNR","LE2.2",6/6/2016,09:38:00,11,5.50,6.50,,,,"NW",,"Ebb Tide","0.1 to <0.3M","Clear (0-10%)",,,,,38.15760,-76.59800
"02070011",420584,"BAY674","TWQM","TRIB","MDDNR","MDDNR","RET2.1",6/6/2016,10:06:00,7.1,,,,,,"W",,"Ebb Tide","0.0 to <0.1M","Clear (0-10%)",,,,,38.40350,-77.26910
"02080203",428703,"NTN016","NTWQM","NTN","VADEQ","USGSVA","2-JMS279.41",6/6/2016,10:15:00,,,,"S",,,,,,,,740.00,7.44,,"STORM TARGETED  CIMS EVENT CODE = S CIMS EVENT = NF",37.55546,-79.36701
"02070011",420599,"BAY674","TWQM","TRIB","MDDNR","MDDNR","TF2.4",6/6/2016,10:37:00,9,,,,,,"S",,"Ebb Tide","0.0 to <0.1M","Clear (0-10%)",,,,,38.53010,-77.26540
"02070011",420556,"BAY674","TWQM","TRIB","MDDNR","MDDNR","MAT0016",6/6/2016,10:58:00,6.6,,,,,,"SW",,"Ebb Tide","0.0 to <0.1M","Scattered To Partly Cloudy (10-50%)",,,,,38.56508,-77.19345
"02070010",420598,"BAY674","TWQM","TRIB","MDDNR","MDDNR","TF2.3",6/6/2016,11:33:00,13,,,,,,"WNW",,"Ebb Tide","0.1 to <0.3M","Scattered To Partly Cloudy (10-50%)",,,,"WC PHYTOPLANKTON DEPTHS 0.5;3.0;6.0;9.0;12.0 M",38.60820,-77.17390
"02070010",420597,"BAY674","TWQM","TRIB","MDDNR","MDDNR","TF2.2",6/6/2016,12:08:00,8.5,,,,,,"SW",,"Ebb Tide","0.1 to <0.3M","Scattered To Partly Cloudy (10-50%)",,,,,38.69067,-77.11111
"02080103",427438,"NTN016","NTWQM","NTN","VADEQ","USGSVA","1BMDD005.81",6/6/2016,12:30:00,,,,"S",,,,,,,,722.00,3.00,,"STORM TARGETED",38.48667,-77.96056
"02070010",420596,"BAY674","TWQM","TRIB","MDDNR","MDDNR","TF2.1",6/6/2016,12:32:00,17,,,,,,"W",,"Ebb Tide","0.3 to <0.6M","Scattered To Partly Cloudy (10-50%)",,,,,38.70664,-77.04876
"02080207",428649,"NTN016","NTWQM","NTN","VADEQ","USGSVA","2-APP110.93",6/6/2016,12:45:00,,,,"S",,,,,,,,741.00,5.57,,"STORM TARGETED  CIMS EVENT CODE = S CIMS EVENT = NF",37.30740,-78.38897
"02070010",420614,"BAY674","TWQM","TRIB","MDDNR","MDDNR","XFB1986",6/6/2016,12:46:00,1.2,,,,,,"NW",,"Ebb Tide","0.0 to <0.1M","Scattered To Partly Cloudy (10-50%)",,,,,38.69787,-77.02317
"02070010",425393,"NTN016","NTWQM","NTN","MDDNR","USGSMD","01646580",6/7/2016,10:00:00,,,,"S",,,,,,,,751.00,,,"Data Source NWISMD; DB01; Recno 01600869:data ported by JBell 03/17",38.92955,-77.11692
"02080207",428851,"NTN016","NTWQM","NTN","VADEQ","USGSVA","TF5.0A",6/7/2016,10:00:00,,,,"R",,,,,,,,750.00,3.60,,"event=R",37.22445,-77.47555
"02080205",422130,"BAY674","TWQM","TRIB","VADEQ","VADEQ/PRO","TF5.2",6/7/2016,10:03:00,,,,,,,,"None",,,"Clear (0-10%)",,,,"Flow very high from flood event. Extremely turbid. Used DO optical probe at this station",37.53050,-77.43400
"02080204",428710,"NTN016","NTWQM","NTN","VADEQ","VADEQ/VRO","2-MCM005.12",6/7/2016,10:30:00,,,,,,,,"None",,,"Clear (0-10%)",,5.23,,,38.10269,-78.59293
"02080206",422073,"BAY674","TWQM","TRIB","VADEQ","VADEQ/PRO","RET5.1A",6/7/2016,10:40:00,3,,,,,,,"None","Ebb Tide",,"Clear (0-10%)",,,,,37.31230,-76.87672
"02080205",428861,"NTN016","NTWQM","NTN","VADEQ","USGSVA","TF5.0J",6/7/2016,10:45:00,,,,"RSI",,,,,,,,748.00,7.48,,"event =RSI remark=NF storm impacted routine sample",37.67111,-78.08580
"02080206",422154,"BAY674","TWQM","TRIB","VADEQ","VADEQ/PRO","TF5.6",6/7/2016,11:20:00,9,,,,,,,"None","Ebb Tide",,"Clear (0-10%)",,,,,37.27272,-76.99057
"02080206",422150,"BAY674","TWQM","TRIB","VADEQ","VADEQ/PRO","TF5.5A",6/7/2016,11:45:00,9,,,,,,,"None","Ebb Tide",,"Clear (0-10%)",,,,,37.30165,-77.12840
"02070002",420601,"BAY674","NTWQM","NTID","MDDNR","MDDNR","WIL0013",6/7/2016,12:00:00,,,,,,,,,,,"Partly To Broken (50-90%)",,,,"GAGE=3.87WINDY",39.66185,-78.78029
"02080204",428726,"NTN016","NTWQM","NTN","VADEQ","VADEQ/VRO","2-RVN015.97",6/7/2016,12:00:00,,,,,,,,"None",,,"Clear (0-10%)",,4.04,,,37.85806,-78.26695
"02080206",422146,"BAY674","TWQM","TRIB","VADEQ","VADEQ/PRO","TF5.5",6/7/2016,12:15:00,9,,,,,,,"None","Ebb Tide",,"Clear (0-10%)",,,,,37.31265,-77.23283
"02080206",428677,"NTN016","NTWQM","NTN","VADEQ","USGSVA","2-CHK035.26",6/7/2016,12:15:00,,,,"RSI",,,,,,,,752.00,8.19,,"ROUTINE SAMPLE WITH STORM IMPACT",37.43000,-77.06000
